HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE,BestGridName_D,X_NAD,Y_NAD,Z_NAD
CIG___223___,WCI,240,355.75,-70.5,Sperry Sun,NAD83_UTMZ13N,527267.9618,6436688.627,263.6539654
CIG___223___,WCI,255,356.25,-70.5,Sperry Sun,NAD83_UTMZ13N,527267.5907,6436693.62,249.514343
CIG___223___,WCI,270,356.74,-70.5,Sperry Sun,NAD83_UTMZ13N,527267.2632,6436698.617,235.3747206
CIG___223___,WCI,285,356.77,-70.5,Sperry Sun,NAD83_UTMZ13N,527266.9785,6436703.616,221.2350983
CIG___223___,WCI,300,356.28,-70.5,Sperry Sun,NAD83_UTMZ13N,527266.6964,6436708.615,207.0954759
CIG___223___,WCI,315,355.8,-70.5,Sperry Sun,NAD83_UTMZ13N,527266.3715,6436713.611,192.9558535
CIG___223___,WCI,330,355.33,-70.5,Sperry Sun,NAD83_UTMZ13N,527266.0048,6436718.605,178.8162312
CIG___223___,WCI,345,354.86,-70.5,Sperry Sun,NAD83_UTMZ13N,527265.5971,6436723.595,164.6766088
CIG___223___,WCI,360,354.39,-70.5,Sperry Sun,NAD83_UTMZ13N,527265.1485,6436728.582,150.5369864
CIG___223___,WCI,375,354.08,-70.5,Sperry Sun,NAD83_UTMZ13N,527264.6591,6436733.565,136.3973641
CIG___223___,WCI,390,354.58,-70.5,Sperry Sun,NAD83_UTMZ13N,527264.1426,6436738.546,122.2577417
CIG___223___,WCI,405,354.93,-70.5,Sperry Sun,NAD83_UTMZ13N,527263.6697,6436743.531,108.1181193
CIG___223___,WCI,420,354.44,-70.5,Sperry Sun,NAD83_UTMZ13N,527263.2272,6436748.518,93.97849697
CIG___223___,WCI,435,354,-70.5,Sperry Sun,NAD83_UTMZ13N,527262.7421,6436753.502,79.8388746
CIG___223___,WCI,450,354,-70.5,Sperry Sun,NAD83_UTMZ13N,527262.2187,6436758.481,65.69925224
CIG___223___,WCI,465,354,-70.5,Sperry Sun,NAD83_UTMZ13N,527261.6953,6436763.461,51.55962987
CIG___223___,WCI,480,354,-70.5,Sperry Sun,NAD83_UTMZ13N,527261.1719,6436768.441,37.42000751
CIG___223___,WCI,495,354,-70.5,Sperry Sun,NAD83_UTMZ13N,527260.6485,6436773.42,23.28038514
CIG___223___,WCI,510,354,-70.5,Sperry Sun,NAD83_UTMZ13N,527260.1251,6436778.4,9.140762772
CIG___223___,WCI,525,354,-70.5,Sperry Sun,NAD83_UTMZ13N,527259.6017,6436783.38,-4.998859594
CIG___223___,WCI,526.4,,,EOH,NAD83_UTMZ13N,527259.5529,6436783.844,-6.318557681
CIG___224___,WCI,0,354.7,-68,Collar,NAD83_UTMZ13N,527275.45,6436608.6,489.79
CIG___224___,WCI,5,354.7,-67.7,Collar,NAD83_UTMZ13N,527275.277,6436610.465,485.1540807
CIG___224___,WCI,54.9,354.5,-69,Sperry Sun,NAD83_UTMZ13N,527273.528,6436629.319,438.9861158
CIG___224___,WCI,61,354.5,-66,Sperry Sun,NAD83_UTMZ13N,527273.3184,6436631.495,433.2912752
CIG___224___,WCI,91.4,358,-66,Sperry Sun,NAD83_UTMZ13N,527272.1333,6436643.803,405.5194933
CIG___224___,WCI,121.9,359,-66,Sperry Sun,NAD83_UTMZ13N,527271.7004,6436656.201,377.6563568
CIG___224___,WCI,152.4,359,-66,Sperry Sun,NAD83_UTMZ13N,527271.4839,6436668.604,349.7932203
CIG___224___,WCI,182.9,358,-65.5,Sperry Sun,NAD83_UTMZ13N,527271.2674,6436681.008,321.9300839
CIG___224___,WCI,213.4,358,-65,Sperry Sun,NAD83_UTMZ13N,527270.826,6436693.648,294.1762651
CIG___224___,WCI,243.8,1,-65.5,Sperry Sun,NAD83_UTMZ13N,527270.3776,6436706.488,266.6245084
CIG___224___,WCI,274.3,357,-65,Sperry Sun,NAD83_UTMZ13N,527270.5983,6436719.134,238.8706896
CIG___224___,WCI,287.1,359,-66.5,Sperry Sun,NAD83_UTMZ13N,527270.3152,6436724.536,227.26995
CIG___224___,WCI,296.3,0,-67.5,Sperry Sun,NAD83_UTMZ13N,527270.2512,6436728.204,218.8329973
CIG___224___,WCI,328.9,2,-67.5,Sperry Sun,NAD83_UTMZ13N,527270.2512,6436740.68,188.7145245
CIG___224___,WCI,357.2,357,-67.5,Sperry Sun,NAD83_UTMZ13N,527270.6291,6436751.503,162.5687338
CIG___224___,WCI,387.7,2,-68,Sperry Sun,NAD83_UTMZ13N,527270.0183,6436763.159,134.390408
CIG___224___,WCI,418.12,358,-68,Sperry Sun,NAD83_UTMZ13N,527270.416,6436774.548,106.1854752
CIG___224___,WCI,448.67,0,-68,Sperry Sun,NAD83_UTMZ13N,527270.0166,6436785.985,77.8600084
CIG___224___,WCI,479.1,2,-68.5,Sperry Sun,NAD83_UTMZ13N,527270.0166,6436797.384,49.6458037
CIG___224___,WCI,509.6,0,-68,Sperry Sun,NAD83_UTMZ13N,527270.4067,6436808.556,21.26806788
CIG___224___,WCI,535.5,,,EOH,NAD83_UTMZ13N,527270.4067,6436818.258,-2.745993952
CIG___225___,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527391.53,6436770.41,480.59
CIG___225___,WCI,23.1,86,-89.4,Collar,NAD83_UTMZ13N,527391.53,6436770.41,457.49
CIG___225___,WCI,50.5,68,-89.4,Sperry Sun,NAD83_UTMZ13N,527391.8162,6436770.43,430.0915024
CIG___225___,WCI,78,59,-89.3,Sperry Sun,NAD83_UTMZ13N,527392.0832,6436770.538,402.5930102
CIG___225___,WCI,105.4,60,-89.1,Sperry Sun,NAD83_UTMZ13N,527392.3702,6436770.71,375.1950551
CIG___225___,WCI,132.8,65,-89,Sperry Sun,NAD83_UTMZ13N,527392.7429,6436770.925,347.7984353
CIG___225___,WCI,160.2,78,-88.9,Sperry Sun,NAD83_UTMZ13N,527393.1763,6436771.128,320.4026085
CIG___225___,WCI,187.7,64,-89,Sperry Sun,NAD83_UTMZ13N,527393.6927,6436771.237,292.9076764
CIG___225___,WCI,215.1,65,-89,Sperry Sun,NAD83_UTMZ13N,527394.1225,6436771.447,265.5118496
CIG___225___,WCI,242.5,65,-89,Sperry Sun,NAD83_UTMZ13N,527394.5559,6436771.649,238.1160227
CIG___225___,WCI,270,73,-89,Sperry Sun,NAD83_UTMZ13N,527394.9908,6436771.852,210.6202111
CIG___225___,WCI,297.4,84,-89,Sperry Sun,NAD83_UTMZ13N,527395.4481,6436771.992,183.2243843
CIG___225___,WCI,324.8,91,-88.7,Sperry Sun,NAD83_UTMZ13N,527395.9237,6436772.042,155.8285574
CIG___225___,WCI,352.3,88,-88.7,Sperry Sun,NAD83_UTMZ13N,527396.5475,6436772.031,128.3356357
CIG___225___,WCI,379.7,89,-88.7,Sperry Sun,NAD83_UTMZ13N,527397.1688,6436772.053,100.9426882
CIG___225___,WCI,407.1,92,-88.7,Sperry Sun,NAD83_UTMZ13N,527397.7903,6436772.063,73.54974066
CIG___225___,WCI,434.6,70,-89.1,Sperry Sun,NAD83_UTMZ13N,527398.4138,6436772.042,46.0568189
CIG___225___,WCI,462,69,-89.3,Sperry Sun,NAD83_UTMZ13N,527398.8183,6436772.189,18.66019917
CIG___225___,WCI,480,,,EOH,NAD83_UTMZ13N,527399.0236,6436772.268,0.661542519
CIG___225_A_,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527391.53,6436770.41,480.59
CIG___225_A_,WCI,23.1,86,-89.4,Collar,NAD83_UTMZ13N,527391.53,6436770.41,457.49
CIG___225_A_,WCI,50.5,68,-89.4,Sperry Sun,NAD83_UTMZ13N,527391.8162,6436770.43,430.0915024
CIG___225_A_,WCI,78,59,-89.3,Sperry Sun,NAD83_UTMZ13N,527392.0832,6436770.538,402.5930102
CIG___225_A_,WCI,105.4,60,-89.1,Sperry Sun,NAD83_UTMZ13N,527392.3702,6436770.71,375.1950551
CIG___225_A_,WCI,132.8,65,-89,Sperry Sun,NAD83_UTMZ13N,527392.7429,6436770.925,347.7984353
CIG___225_A_,WCI,160.2,78,-88.9,Sperry Sun,NAD83_UTMZ13N,527393.1763,6436771.128,320.4026085
CIG___225_A_,WCI,187.7,64,-89,Sperry Sun,NAD83_UTMZ13N,527393.6927,6436771.237,292.9076764
CIG___225_A_,WCI,215.1,65,-89,Sperry Sun,NAD83_UTMZ13N,527394.1225,6436771.447,265.5118496
CIG___225_A_,WCI,242.5,65,-89,Sperry Sun,NAD83_UTMZ13N,527394.5559,6436771.649,238.1160227
CIG___225_A_,WCI,270,73,-89,Sperry Sun,NAD83_UTMZ13N,527394.9908,6436771.852,210.6202111
CIG___225_A_,WCI,297.4,84,-89,Sperry Sun,NAD83_UTMZ13N,527395.4481,6436771.992,183.2243843
CIG___225_A_,WCI,324.8,91,-88.7,Sperry Sun,NAD83_UTMZ13N,527395.9237,6436772.042,155.8285574
CIG___225_A_,WCI,340,358,-89.1,Sperry Sun,NAD83_UTMZ13N,527396.2685,6436772.036,140.6324697
CIG___225_A_,WCI,380,323,-89.3,Sperry Sun,NAD83_UTMZ13N,527396.2466,6436772.664,100.6374044
CIG___225_A_,WCI,429,320,-89.1,Sperry Sun,NAD83_UTMZ13N,527395.8863,6436773.142,51.64106133
CIG___225_B_,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527391.53,6436770.41,480.59
CIG___225_B_,WCI,23.1,86,-89.4,Collar,NAD83_UTMZ13N,527391.53,6436770.41,457.49
CIG___225_B_,WCI,50.5,68,-89.4,Sperry Sun,NAD83_UTMZ13N,527391.8162,6436770.43,430.0915024
CIG___225_B_,WCI,78,59,-89.3,Sperry Sun,NAD83_UTMZ13N,527392.0832,6436770.538,402.5930102
CIG___225_B_,WCI,105.4,60,-89.1,Sperry Sun,NAD83_UTMZ13N,527392.3702,6436770.71,375.1950551
CIG___225_B_,WCI,132.8,65,-89,Sperry Sun,NAD83_UTMZ13N,527392.7429,6436770.925,347.7984353
CIG___225_B_,WCI,160.2,78,-88.9,Sperry Sun,NAD83_UTMZ13N,527393.1763,6436771.128,320.4026085
CIG___225_B_,WCI,187.7,64,-89,Sperry Sun,NAD83_UTMZ13N,527393.6927,6436771.237,292.9076764
CIG___225_B_,WCI,215.1,65,-89,Sperry Sun,NAD83_UTMZ13N,527394.1225,6436771.447,265.5118496
CIG___225_B_,WCI,242.5,65,-89,Sperry Sun,NAD83_UTMZ13N,527394.5559,6436771.649,238.1160227
CIG___225_B_,WCI,262.4,73,-89,Sperry Sun,NAD83_UTMZ13N,527394.8706,6436771.796,218.2190536
CIG___225_B_,WCI,289.4,95,-88.8,Sperry Sun,NAD83_UTMZ13N,527395.3213,6436771.934,191.2231658
CIG___225_B_,WCI,307,66,-88,Sperry Sun,NAD83_UTMZ13N,527395.6884,6436771.901,173.6270258
CIG___225_B_,WCI,358,65,-88.1,Sperry Sun,NAD83_UTMZ13N,527397.3144,6436772.625,122.6580936
CIG___225_B_,WCI,397.4,53,-88.8,Sperry Sun,NAD83_UTMZ13N,527398.4984,6436773.178,83.2797551
CIG___225_B_,WCI,410.5,38,-88.6,Sperry Sun,NAD83_UTMZ13N,527398.7175,6436773.343,70.18262815
CIG___225_B_,WCI,424.4,51,-88.6,Sperry Sun,NAD83_UTMZ13N,527398.9265,6436773.61,56.28677744
CIG___225_B_,WCI,430,44,-88.5,Sperry Sun,NAD83_UTMZ13N,527399.0329,6436773.696,50.6884491
CIG___226___,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527413.68,6436767.45,480.85
CIG___226___,WCI,82,,,EOH,NAD83_UTMZ13N,527413.68,6436767.45,398.85
CIG___227___,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527438.9,6436770.24,481.78
CIG___227___,WCI,34,291,-89.7,Collar,NAD83_UTMZ13N,527438.9,6436770.24,447.78
CIG___227___,WCI,50,69,-89.6,Sperry Sun,NAD83_UTMZ13N,527438.8218,6436770.27,431.7802193
CIG___227___,WCI,100,90,-89.2,Sperry Sun,NAD83_UTMZ13N,527439.1477,6436770.395,381.7814378
CIG___227___,WCI,150,148,-89.5,Sperry Sun,NAD83_UTMZ13N,527439.8458,6436770.395,331.7863116
CIG___227___,WCI,200,107,-89.2,Sperry Sun,NAD83_UTMZ13N,527440.077,6436770.025,281.7882154
CIG___227___,WCI,250,72,-89.3,Sperry Sun,NAD83_UTMZ13N,527440.7446,6436769.821,231.7930892
CIG___227___,WCI,300,61,-89.4,Sperry Sun,NAD83_UTMZ13N,527441.3256,6436770.01,181.7968208
CIG___227___,WCI,362,116,-89.7,Sperry Sun,NAD83_UTMZ13N,527441.8934,6436770.325,119.8002203
CIG___227___,WCI,389,116,-88.7,Sperry Sun,NAD83_UTMZ13N,527442.0205,6436770.263,92.80059036
CIG___227___,WCI,416,141,-88.7,Sperry Sun,NAD83_UTMZ13N,527442.571,6436769.994,65.80753991
CIG___227___,WCI,443,92,-89.1,Sperry Sun,NAD83_UTMZ13N,527442.9565,6436769.518,38.81448946
CIG___227___,WCI,470,136,-89.3,Sperry Sun,NAD83_UTMZ13N,527443.3804,6436769.503,11.81782038
CIG___227___,WCI,476.5,,,EOH,NAD83_UTMZ13N,527443.4355,6436769.446,5.318305477
CIG___227_A_,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527438.9,6436770.24,481.78
CIG___227_A_,WCI,34,291,-89.7,Collar,NAD83_UTMZ13N,527438.9,6436770.24,447.78
CIG___227_A_,WCI,50,69,-89.6,Sperry Sun,NAD83_UTMZ13N,527438.8218,6436770.27,431.7802193
CIG___227_A_,WCI,100,90,-89.2,Sperry Sun,NAD83_UTMZ13N,527439.1477,6436770.395,381.7814378
CIG___227_A_,WCI,150,148,-89.5,Sperry Sun,NAD83_UTMZ13N,527439.8458,6436770.395,331.7863116
CIG___227_A_,WCI,200,107,-89.2,Sperry Sun,NAD83_UTMZ13N,527440.077,6436770.025,281.7882154
CIG___227_A_,WCI,250,72,-89.3,Sperry Sun,NAD83_UTMZ13N,527440.7446,6436769.821,231.7930892
CIG___227_A_,WCI,300,61,-89.4,Sperry Sun,NAD83_UTMZ13N,527441.3256,6436770.01,181.7968208
CIG___227_A_,WCI,362,116,-89.7,Sperry Sun,NAD83_UTMZ13N,527441.8934,6436770.325,119.8002203
CIG___227_A_,WCI,371,69,-89.4,Sperry Sun,NAD83_UTMZ13N,527441.9358,6436770.304,110.8003436
CIG___227_A_,WCI,398,94,-89.4,Sperry Sun,NAD83_UTMZ13N,527442.1997,6436770.405,83.80182405
CIG___227_A_,WCI,425,44,-88.8,Sperry Sun,NAD83_UTMZ13N,527442.4818,6436770.385,56.80330447
CIG___227_A_,WCI,426,,,EOH,NAD83_UTMZ13N,527442.4963,6436770.401,55.80352379
CIG___227_B_,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527438.9,6436770.24,481.78
CIG___227_B_,WCI,34,291,-89.7,Collar,NAD83_UTMZ13N,527438.9,6436770.24,447.78
CIG___227_B_,WCI,50,69,-89.6,Sperry Sun,NAD83_UTMZ13N,527438.8218,6436770.27,431.7802193
CIG___227_B_,WCI,100,90,-89.2,Sperry Sun,NAD83_UTMZ13N,527439.1477,6436770.395,381.7814378
CIG___227_B_,WCI,150,148,-89.5,Sperry Sun,NAD83_UTMZ13N,527439.8458,6436770.395,331.7863116
CIG___227_B_,WCI,200,107,-89.2,Sperry Sun,NAD83_UTMZ13N,527440.077,6436770.025,281.7882154
CIG___227_B_,WCI,250,72,-89.3,Sperry Sun,NAD83_UTMZ13N,527440.7446,6436769.821,231.7930892
CIG___227_B_,WCI,300,61,-89.4,Sperry Sun,NAD83_UTMZ13N,527441.3256,6436770.01,181.7968208
CIG___227_B_,WCI,362,116,-89.7,Sperry Sun,NAD83_UTMZ13N,527441.8934,6436770.325,119.8002203
CIG___227_B_,WCI,371,126,-89.5,Sperry Sun,NAD83_UTMZ13N,527441.9358,6436770.304,110.8003436
CIG___227_B_,WCI,398,324,-89,Sperry Sun,NAD83_UTMZ13N,527442.1264,6436770.165,83.8013717
CIG___227_B_,WCI,425,200,-89.2,Sperry Sun,NAD83_UTMZ13N,527441.8494,6436770.547,56.80548393
CIG___227_B_,WCI,426,,,EOH,NAD83_UTMZ13N,527441.8446,6436770.533,55.8055814
CIG___227_C_,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527438.9,6436770.24,481.78
CIG___227_C_,WCI,34,291,-89.7,Collar,NAD83_UTMZ13N,527438.9,6436770.24,447.78
CIG___227_C_,WCI,50,69,-89.6,Sperry Sun,NAD83_UTMZ13N,527438.8218,6436770.27,431.7802193
CIG___227_C_,WCI,100,90,-89.2,Sperry Sun,NAD83_UTMZ13N,527439.1477,6436770.395,381.7814378
CIG___227_C_,WCI,150,148,-89.5,Sperry Sun,NAD83_UTMZ13N,527439.8458,6436770.395,331.7863116
CIG___227_C_,WCI,200,107,-89.2,Sperry Sun,NAD83_UTMZ13N,527440.077,6436770.025,281.7882154
CIG___227_C_,WCI,250,72,-89.3,Sperry Sun,NAD83_UTMZ13N,527440.7446,6436769.821,231.7930892
CIG___227_C_,WCI,300,61,-89.4,Sperry Sun,NAD83_UTMZ13N,527441.3256,6436770.01,181.7968208
CIG___227_C_,WCI,362,116,-89.7,Sperry Sun,NAD83_UTMZ13N,527441.8934,6436770.325,119.8002203
CIG___227_C_,WCI,371,101,-89.8,Sperry Sun,NAD83_UTMZ13N,527441.9358,6436770.304,110.8003436
CIG___227_C_,WCI,398,332,-89.3,Sperry Sun,NAD83_UTMZ13N,527442.0283,6436770.286,83.80050811
CIG___227_C_,WCI,425,284,-89.6,Sperry Sun,NAD83_UTMZ13N,527441.8734,6436770.577,56.80252313
CIG___227_C_,WCI,426,,,EOH,NAD83_UTMZ13N,527441.8666,6436770.579,55.8025475
CIG___228___,WCI,0,90,-90,Collar,NAD83_UTMZ13N,527514.03,6436742.91,496.38
CIG___228___,WCI,50,119.1,-89.4,Collar,NAD83_UTMZ13N,527514.03,6436742.91,446.38
CIG___228___,WCI,100,191.18,-89.4,Sperry Sun,NAD83_UTMZ13N,527514.4875,6436742.655,396.3827415
CIG___228___,WCI,150,254.24,-89.5,Sperry Sun,NAD83_UTMZ13N,527514.386,6436742.142,346.3854831
CIG___228___,WCI,200,262.25,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.9661,6436742.023,296.3873869
CIG___228___,WCI,250,244.23,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.5769,6436741.97,246.388929
CIG___228___,WCI,300,212.2,-89.4,Sperry Sun,NAD83_UTMZ13N,527513.2233,6436741.8,196.3904711
CIG___228___,WCI,350,199.18,-89.8,Sperry Sun,NAD83_UTMZ13N,527512.9443,6436741.356,146.3932127
CIG___228___,WCI,400,220.2,-89.75,Sperry Sun,NAD83_UTMZ13N,527512.887,6436741.192,96.39351729
CIG___228___,WCI,456,181.17,-89.8,Sperry Sun,NAD83_UTMZ13N,527512.7292,6436741.005,40.39405037
CIG___228___,WCI,463,,,EOH,NAD83_UTMZ13N,527512.7287,6436740.981,33.39409302
CIG___228_A_,WCI,0,90,-90,Collar,NAD83_UTMZ13N,527514.03,6436742.91,496.38
CIG___228_A_,WCI,50,119.1,-89.4,Collar,NAD83_UTMZ13N,527514.03,6436742.91,446.38
CIG___228_A_,WCI,100,191.18,-89.4,Sperry Sun,NAD83_UTMZ13N,527514.4875,6436742.655,396.3827415
CIG___228_A_,WCI,150,254.24,-89.5,Sperry Sun,NAD83_UTMZ13N,527514.386,6436742.142,346.3854831
CIG___228_A_,WCI,200,262.25,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.9661,6436742.023,296.3873869
CIG___228_A_,WCI,250,244.23,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.5769,6436741.97,246.388929
CIG___228_A_,WCI,300,212.2,-89.4,Sperry Sun,NAD83_UTMZ13N,527513.2233,6436741.8,196.3904711
CIG___228_A_,WCI,350,199.18,-89.8,Sperry Sun,NAD83_UTMZ13N,527512.9443,6436741.356,146.3932127
CIG___228_A_,WCI,400,220.2,-89.75,Sperry Sun,NAD83_UTMZ13N,527512.887,6436741.192,96.39351729
CIG___228_A_,WCI,407.5,156.14,-89.4,Sperry Sun,NAD83_UTMZ13N,527512.8658,6436741.167,88.89358869
CIG___228_A_,WCI,434.5,141.13,-88.3,Sperry Sun,NAD83_UTMZ13N,527512.9802,6436740.908,61.89506912
CIG___228_A_,WCI,443.5,136.12,-88.25,Sperry Sun,NAD83_UTMZ13N,527513.1478,6436740.7,52.89903038
CIG___228_B_,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527514.03,6436742.91,496.38
CIG___228_B_,WCI,50,119,-89.4,Collar,NAD83_UTMZ13N,527514.03,6436742.91,446.38
CIG___228_B_,WCI,100,191,-89.4,Sperry Sun,NAD83_UTMZ13N,527514.4879,6436742.656,396.3827415
CIG___228_B_,WCI,150,254,-89.5,Sperry Sun,NAD83_UTMZ13N,527514.388,6436742.142,346.3854831
CIG___228_B_,WCI,200,262,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.9686,6436742.022,296.3873869
CIG___228_B_,WCI,250,244,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.5797,6436741.967,246.388929
CIG___228_B_,WCI,300,212,-89.4,Sperry Sun,NAD83_UTMZ13N,527513.2268,6436741.795,196.3904711
CIG___228_B_,WCI,350,199,-89.8,Sperry Sun,NAD83_UTMZ13N,527512.9493,6436741.351,146.3932127
CIG___228_B_,WCI,376.5,201,-89.5,Sperry Sun,NAD83_UTMZ13N,527512.9192,6436741.264,119.8933741
CIG___228_B_,WCI,403.5,346,-89.6,Sperry Sun,NAD83_UTMZ13N,527512.8348,6436741.044,92.8944022
CIG___228_B_,WCI,421.5,223,-88.75,Sperry Sun,NAD83_UTMZ13N,527512.8044,6436741.166,74.89484085
CIG___228_B_,WCI,439.5,270,-89.1,Sperry Sun,NAD83_UTMZ13N,527512.5366,6436740.878,56.89912436
CIG___228_B_,WCI,442.5,,,EOH,NAD83_UTMZ13N,527512.4895,6436740.878,53.89949446
CIG___228_C_,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527514.03,6436742.91,496.38
CIG___228_C_,WCI,50,119,-89.4,Collar,NAD83_UTMZ13N,527514.03,6436742.91,446.38
CIG___228_C_,WCI,100,191,-89.4,Sperry Sun,NAD83_UTMZ13N,527514.4879,6436742.656,396.3827415
CIG___228_C_,WCI,150,254,-89.5,Sperry Sun,NAD83_UTMZ13N,527514.388,6436742.142,346.3854831
CIG___228_C_,WCI,200,262,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.9686,6436742.022,296.3873869
CIG___228_C_,WCI,250,244,-89.55,Sperry Sun,NAD83_UTMZ13N,527513.5797,6436741.967,246.388929
CIG___228_C_,WCI,300,212,-89.4,Sperry Sun,NAD83_UTMZ13N,527513.2268,6436741.795,196.3904711
CIG___228_C_,WCI,350,199,-89.8,Sperry Sun,NAD83_UTMZ13N,527512.9493,6436741.351,146.3932127
CIG___228_C_,WCI,365.5,200,-89.7,Sperry Sun,NAD83_UTMZ13N,527512.9317,6436741.3,130.8933071
CIG___228_C_,WCI,383.5,212,-89.75,Sperry Sun,NAD83_UTMZ13N,527512.8995,6436741.211,112.8935538
CIG___228_C_,WCI,401.5,34,-89.6,Sperry Sun,NAD83_UTMZ13N,527512.8579,6436741.145,94.8937252
CIG___228_C_,WCI,419.5,44,-89.4,Sperry Sun,NAD83_UTMZ13N,527512.9281,6436741.249,76.89416384
CIG___228_C_,WCI,437.5,42,-88.8,Sperry Sun,NAD83_UTMZ13N,527513.0591,6436741.385,58.89515079
CIG___228_C_,WCI,442.5,,,EOH,NAD83_UTMZ13N,527513.1291,6436741.462,53.89624738
CIG___229___,WCI,0,180,-90,Collar,NAD83_UTMZ13N,527217.71,6436517.38,489.65
CIG___229___,WCI,43,192,-88.9,Collar,NAD83_UTMZ13N,527217.71,6436517.38,446.65
CIG___229___,WCI,88,180,-89,Sperry Sun,NAD83_UTMZ13N,527217.5304,6436516.535,401.658293
CIG___229___,WCI,145,175,-88.8,Sperry Sun,NAD83_UTMZ13N,527217.5304,6436515.54,344.6669743
CIG___229___,WCI,196,158,-89.2,Sperry Sun,NAD83_UTMZ13N,527217.6235,6436514.476,293.6781595
CIG___229___,WCI,250,211,-88.7,Sperry Sun,NAD83_UTMZ13N,527217.9059,6436513.777,239.6834232
CIG___229___,WCI,319,215,-88.9,Sperry Sun,NAD83_UTMZ13N,527217.0997,6436512.435,170.7011831
CIG___229___,WCI,361,194,-88.9,Sperry Sun,NAD83_UTMZ13N,527216.6372,6436511.775,128.7089232
CIG___229___,WCI,400,191,-89.4,Sperry Sun,NAD83_UTMZ13N,527216.4561,6436511.048,89.71611045
CIG___229___,WCI,451,195,-89.45,Sperry Sun,NAD83_UTMZ13N,527216.3542,6436510.524,38.71890681
CIG___229___,WCI,502,,,EOH,NAD83_UTMZ13N,527216.2275,6436510.051,-12.27874346
CIG___230___,WCI,0,0,-90,Collar,NAD83_UTMZ13N,527438.7,6436760.24,483.4
CIG___230___,WCI,38,41,-89.5,Collar,NAD83_UTMZ13N,527438.7,6436760.24,445.4
CIG___230___,WCI,80,46,-89.5,Sperry Sun,NAD83_UTMZ13N,527438.9405,6436760.517,403.4015992
CIG___230___,WCI,131,46,-89.5,Sperry Sun,NAD83_UTMZ13N,527439.2606,6436760.826,352.4035412
CIG___230___,WCI,180,66,-89.5,Sperry Sun,NAD83_UTMZ13N,527439.5682,6436761.123,303.4054069
CIG___230___,WCI,230,66,-89.5,Sperry Sun,NAD83_UTMZ13N,527439.9668,6436761.3,253.4073108
CIG___230___,WCI,281,331,-89.5,Sperry Sun,NAD83_UTMZ13N,527440.3734,6436761.481,202.4092527
CIG___230___,WCI,332,236,-89.25,Sperry Sun,NAD83_UTMZ13N,527440.1576,6436761.871,151.4111946
CIG___230___,WCI,381.5,36,-89,Sperry Sun,NAD83_UTMZ13N,527439.6204,6436761.508,101.9154354
CIG___230___,WCI,444.5,331,-88.5,Sperry Sun,NAD83_UTMZ13N,527440.2667,6436762.398,38.92503061
CIG___230___,WCI,447,16.01,-88.5,Sperry Sun,NAD83_UTMZ13N,527440.235,6436762.455,36.4258873
CIG___230_A_,WCI,38,41,-89.5,Collar,NAD83_UTMZ13N,527437.2821,6436752.164,445.2857332
CIG___230_A_,WCI,80,46,-89.5,Collar,NAD83_UTMZ13N,527437.5226,6436752.44,403.2873324
CIG___230_A_,WCI,131,46,-89.5,Sperry Sun,NAD83_UTMZ13N,527437.8427,6436752.75,352.2892744
CIG___230_A_,WCI,180,66,-89.5,Sperry Sun,NAD83_UTMZ13N,527438.1503,6436753.047,303.2911401
CIG___230_A_,WCI,230,66,-89.5,Sperry Sun,NAD83_UTMZ13N,527438.5489,6436753.224,253.293044
CIG___230_A_,WCI,281,331,-89.5,Sperry Sun,NAD83_UTMZ13N,527438.9555,6436753.405,202.2949859
CIG___230_A_,WCI,332,236,-89.25,Sperry Sun,NAD83_UTMZ13N,527438.7397,6436753.794,151.2969278
CIG___230_A_,WCI,381.5,36,-89,Sperry Sun,NAD83_UTMZ13N,527438.2026,6436753.432,101.8011686
CIG___230_A_,WCI,388,63,-88.15,Sperry Sun,NAD83_UTMZ13N,527438.2692,6436753.524,95.3021586
CIG___230_A_,WCI,407.5,74,-88.1,Sperry Sun,NAD83_UTMZ13N,527438.8301,6436753.81,75.81232261
CIG___230_A_,WCI,428.5,136,-88,Sperry Sun,NAD83_UTMZ13N,527439.4994,6436754.002,54.82386807
CIG___230_B_,WCI,9,0,-90,Collar,NAD83_UTMZ13N,527429.3294,6436764.533,474.06832
CIG___230_B_,WCI,38,41,-89.5,Collar,NAD83_UTMZ13N,527429.3294,6436764.533,445.06832
