HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE,BestGridName_D,X_NAD,Y_NAD,Z_NAD
ALX___006-1_,ALE,0,75.0923,-80,Collar,NAD83_UTMZ12N,573314.414,6429730.551,472.768
ALX___006-1_,ALE,38,79.6883,-80.46,Devishot,NAD83_UTMZ12N,573320.7905,6429732.249,435.3453054
ALX___006-1_,ALE,89,79.8783,-80.03,DeviShot,NAD83_UTMZ12N,573329.1066,6429733.762,385.0506284
ALX___006-1_,ALE,140,82.7383,-79.95,DeviShot,NAD83_UTMZ12N,573337.7989,6429735.313,334.8208029
ALX___006-1_,ALE,191,81.0283,-79.42,DeviShot,NAD83_UTMZ12N,573346.6274,6429736.438,284.603355
ALX___006-1_,ALE,242,81.4483,-79.43,DeviShot,NAD83_UTMZ12N,573355.8768,6429737.899,234.4703805
ALX___006-1_,ALE,293,84.6383,-79.8,DeviShot,NAD83_UTMZ12N,573365.1281,6429739.29,184.3357724
ALX___006-1_,ALE,344,86.7283,-79.83,DeviShot,NAD83_UTMZ12N,573374.1199,6429740.134,134.1417964
ALX___006-1_,ALE,395,87.0683,-79.99,DeviShot,NAD83_UTMZ12N,573383.1103,6429740.648,83.94309846
ALX___006-1_,ALE,449,89.9183,-78.09,DeviShot,NAD83_UTMZ12N,573392.4843,6429741.128,30.7651172
ALX___006-1_,ALE,638,88.7883,-78.8,DeviShot,NAD83_UTMZ12N,573431.4891,6429741.183,-154.1662762
ALX___006-1_,ALE,689,91.9283,-78.71,DeviShot,NAD83_UTMZ12N,573441.3928,6429741.393,-204.1949891
ALX___006-1_,ALE,740,91.7683,-78.57,DeviShot,NAD83_UTMZ12N,573451.3717,6429741.057,-254.2080801
ALX___006-1_,ALE,788,95.7483,-78.72,DeviShot,NAD83_UTMZ12N,573460.8794,6429740.763,-301.2561223
ALX___007___,ALE,0,75.0923,-80,Collar,NAD83_UTMZ12N,573385.812,6429774.046,470.886
ALX___007___,ALE,20,74.6683,-80.16,Devishot,NAD83_UTMZ12N,573389.1681,6429774.939,451.1898449
ALX___007___,ALE,71,73.4583,-79.93,DeviShot,NAD83_UTMZ12N,573397.5737,6429777.244,400.9401146
ALX___007___,ALE,122,74.7483,-80.01,DeviShot,NAD83_UTMZ12N,573406.122,6429779.783,350.7257764
ALX___007___,ALE,173,77.4183,-79.72,DeviShot,NAD83_UTMZ12N,573414.6577,6429782.11,300.4990361
ALX___007___,ALE,224,77.6283,-80.23,DeviShot,NAD83_UTMZ12N,573423.5405,6429784.093,250.3177191
ALX___007___,ALE,275,78.9283,-80.6,DeviShot,NAD83_UTMZ12N,573431.9939,6429785.947,200.057378
ALX___007___,ALE,326,79.1683,-80.02,DeviShot,NAD83_UTMZ12N,573440.1685,6429787.547,149.7421978
ALX___007___,ALE,377,80.1883,-80.07,DeviShot,NAD83_UTMZ12N,573448.8496,6429789.208,99.51391406
ALX___007___,ALE,428,80.1983,-80.38,DeviShot,NAD83_UTMZ12N,573457.5156,6429790.706,49.27793643
ALX___007___,ALE,479,80.7083,-80.32,DeviShot,NAD83_UTMZ12N,573465.914,6429792.157,-1.004889518
ALX___007___,ALE,611,88.6383,-80.58,DeviShot,NAD83_UTMZ12N,573487.8179,6429795.741,-131.1255029
ALX___007___,ALE,662,88.1183,-80.61,DeviShot,NAD83_UTMZ12N,573496.1628,6429795.939,-181.4377725
ALX___007___,ALE,713,88.8983,-80.54,DeviShot,NAD83_UTMZ12N,573504.4791,6429796.212,-231.7544058
ALX___007___,ALE,764,90.1183,-80.62,DeviShot,NAD83_UTMZ12N,573512.8599,6429796.374,-282.0608357
ALX___007___,ALE,767,,,EOH,NAD83_UTMZ12N,573513.3488,6429796.373,-285.020723
ALX___011___,ALE,0,75.0916,-85,Collar,NAD83_UTMZ12N,573583.62,6428492.79,490.32
ALX___011___,ALE,41,64.6149,-85,Devishot,NAD83_UTMZ12N,573587.0731,6428493.709,449.4760174
ALX___011___,ALE,92,66.4706,-85.2,EZ-Shot,NAD83_UTMZ12N,573591.0889,6428495.615,398.6700878
ALX___011___,ALE,143,72.2706,-85,EZ-Shot,NAD83_UTMZ12N,573595.0016,6428497.319,347.848952
ALX___011___,ALE,194,69.2706,-85.4,EZ-Shot,NAD83_UTMZ12N,573599.2354,6428498.672,297.0430224
ALX___011___,ALE,245,73.6706,-85.1,EZ-Shot,NAD83_UTMZ12N,573603.0608,6428500.12,246.2072995
ALX___011___,ALE,296,74.3706,-85,EZ-Shot,NAD83_UTMZ12N,573607.2413,6428501.345,195.3936894
ALX___011___,ALE,347,73.8706,-85.1,EZ-Shot,NAD83_UTMZ12N,573611.5219,6428502.542,144.5877598
ALX___011___,ALE,398,75.4706,-85.5,EZ-Shot,NAD83_UTMZ12N,573615.7067,6428503.752,93.77414974
ALX___011___,ALE,449,76.6706,-85.6,EZ-Shot,NAD83_UTMZ12N,573619.5802,6428504.756,42.93136572
ALX___011___,ALE,500,73.9706,-85.4,EZ-Shot,NAD83_UTMZ12N,573623.3874,6428505.658,-7.918324648
ALX___011___,ALE,551,76.5706,-85,EZ-Shot,NAD83_UTMZ12N,573627.3185,6428506.788,-58.75404745
ALX___011___,ALE,602,75.1706,-84.9,EZ-Shot,NAD83_UTMZ12N,573631.642,6428507.82,-109.5599771
ALX___011___,ALE,653,75.1706,-84.7,EZ-Shot,NAD83_UTMZ12N,573636.0246,6428508.98,-160.3580714
ALX___011___,ALE,704,77.1706,-84.4,EZ-Shot,NAD83_UTMZ12N,573640.5785,6428510.186,-211.140031
ALX___011___,ALE,716,,,EOH,NAD83_UTMZ12N,573641.7203,6428510.446,-223.0827598
CIG_____1___,WCI,0,0,-90,Collar,NAD83_UTMZ13N,525076,6418748,521.2
CIG_____1___,WCI,356,0,-86,Collar,NAD83_UTMZ13N,525076,6418748,165.2
CIG_____2___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,525929,6419724,466.9
CIG_____2___,WCI,439.2,0,-90,Unknown,NAD83_UTMZ13N,525929,6419724,27.7
CIG_____3___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,525981,6419725,468
CIG_____3___,WCI,372.6,0,-90,Unknown,NAD83_UTMZ13N,525981,6419725,95.4
CIG_____4___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,525876,6419723,466.3
CIG_____4___,WCI,402,0,-90,Unknown,NAD83_UTMZ13N,525876,6419723,64.3
CIG_____5___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526134,6420176,466.4
CIG_____5___,WCI,353.6,0,-90,Unknown,NAD83_UTMZ13N,526134,6420176,112.8
CIG_____6___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526201,6420458,466
CIG_____6___,WCI,367.9,0,-90,Unknown,NAD83_UTMZ13N,526201,6420458,98.1
CIG_____7___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526013,6420173,470.3
CIG_____7___,WCI,406.6,0,-90,Unknown,NAD83_UTMZ13N,526013,6420173,63.7
CIG_____8___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,525930,6420160,480.7
CIG_____8___,WCI,87.5,0,-90,Unknown,NAD83_UTMZ13N,525930,6420160,393.2
CIG_____9___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,525930,6420160,480.7
CIG_____9___,WCI,410.6,0,-90,Unknown,NAD83_UTMZ13N,525930,6420160,70.1
CIG____10___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526082,6420180,466.6
CIG____10___,WCI,404.5,0,-90,Unknown,NAD83_UTMZ13N,526082,6420180,62.1
CIG____11___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,532279,6432141,457
CIG____11___,WCI,85.3,213.5,-89.75,Unknown,NAD83_UTMZ13N,532279,6432141,371.7
CIG____11___,WCI,176.8,113.5,-89,Unknown,NAD83_UTMZ13N,532278.7796,6432140.667,280.200871
CIG____11___,WCI,268.3,83.5,-89,Unknown,NAD83_UTMZ13N,532280.2441,6432140.03,188.7148069
CIG____11___,WCI,359.6,340.5,-82.6,Unknown,NAD83_UTMZ13N,532281.8273,6432140.211,97.42871234
CIG____11___,WCI,453.2,13.5,-73.75,Unknown,NAD83_UTMZ13N,532277.8031,6432151.574,4.60829154
CIG____12___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,528984,6429966,458
CIG____12___,WCI,91.4,0,-90,Unknown,NAD83_UTMZ13N,528984,6429966,366.6
CIG____12___,WCI,182.9,0,-90,Unknown,NAD83_UTMZ13N,528984,6429966,275.1
CIG____12___,WCI,274.3,13.5,-89.5,Unknown,NAD83_UTMZ13N,528984,6429966,183.7
CIG____12___,WCI,365.8,13.5,-89.25,Unknown,NAD83_UTMZ13N,528984.1864,6429966.776,92.20348404
CIG____12___,WCI,442,38.5,-84.5,Unknown,NAD83_UTMZ13N,528984.4192,6429967.746,16.01001228
CIG____12___,WCI,450.2,38.5,-84.5,Unknown,NAD83_UTMZ13N,528984.9085,6429968.361,7.847763452
CIG____13___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,527239,6424612,470
CIG____13___,WCI,91.4,16.5,-88.2,Unknown,NAD83_UTMZ13N,527239,6424612,378.6
CIG____13___,WCI,182.9,7,-86.5,Unknown,NAD83_UTMZ13N,527239.8163,6424614.756,287.1451497
CIG____13___,WCI,274.3,14.5,-86.9,Unknown,NAD83_UTMZ13N,527240.4963,6424620.294,195.9156292
CIG____13___,WCI,365.8,9.5,-86.8,Unknown,NAD83_UTMZ13N,527241.7352,6424625.085,104.5495238
CIG____13___,WCI,445,14.5,-86.9,Unknown,NAD83_UTMZ13N,527242.4649,6424629.445,25.47301529
CIG____13___,WCI,448.7,14.5,-86.9,Unknown,NAD83_UTMZ13N,527242.515,6424629.639,21.77842961
CIG____14___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,520307,6430962,502
CIG____14___,WCI,63.1,57.5,-86.4,Unknown,NAD83_UTMZ13N,520307,6430962,438.9
CIG____14___,WCI,154.5,68.5,-86.1,Unknown,NAD83_UTMZ13N,520311.8403,6430965.084,347.680357
CIG____14___,WCI,246,69.5,-87,Unknown,NAD83_UTMZ13N,520317.6306,6430967.364,256.3922455
CIG____14___,WCI,337.4,84.5,-85.5,Unknown,NAD83_UTMZ13N,520322.1112,6430969.04,165.117506
CIG____14___,WCI,428.8,117.5,-85.1,Unknown,NAD83_UTMZ13N,520329.2494,6430969.727,73.99926173
CIG____14___,WCI,535.5,89.5,-84.7,Unknown,NAD83_UTMZ13N,520337.3336,6430965.519,-32.31078138
CIG____14___,WCI,610.4,121.5,-86.5,Unknown,NAD83_UTMZ13N,520344.2519,6430965.579,-106.8905613
CIG____14___,WCI,611.7,121.5,-86.5,Unknown,NAD83_UTMZ13N,520344.3195,6430965.538,-108.1881365
CIG____15___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526550,6436660,481.8
CIG____15___,WCI,50,95.5,-89.5,Unknown,NAD83_UTMZ13N,526550,6436660,431.8
CIG____15___,WCI,100,78.5,-88.8,Unknown,NAD83_UTMZ13N,526550.4343,6436659.958,381.8019038
CIG____15___,WCI,150,88.5,-88.9,Unknown,NAD83_UTMZ13N,526551.4604,6436660.167,331.8128697
CIG____15___,WCI,200,75.5,-88.7,Unknown,NAD83_UTMZ13N,526552.42,6436660.192,281.8220841
CIG____15___,WCI,250,82.5,-88.4,Unknown,NAD83_UTMZ13N,526553.5182,6436660.476,231.8349536
CIG____15___,WCI,300,88.5,-87.9,Unknown,NAD83_UTMZ13N,526554.9023,6436660.658,181.8544478
CIG____15___,WCI,350,93.5,-87.9,Unknown,NAD83_UTMZ13N,526556.7339,6436660.706,131.8880282
CIG____15___,WCI,400,88.5,-87.6,Unknown,NAD83_UTMZ13N,526558.5627,6436660.594,81.92160847
CIG____15___,WCI,450,104.5,-88.1,Unknown,NAD83_UTMZ13N,526560.6557,6436660.649,31.96546697
CIG____15___,WCI,561.7,104.5,-88.1,Unknown,NAD83_UTMZ13N,526564.2412,6436659.722,-79.67312215
CIG____16___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,531320,6432345,460
CIG____16___,WCI,394,0,-90,Unknown,NAD83_UTMZ13N,531320,6432345,66
CIG____17___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526272,6436615,464.3
CIG____17___,WCI,14.3,98.5,-89,Unknown,NAD83_UTMZ13N,526272,6436615,450
CIG____17___,WCI,25.3,320.3,-89.5,Unknown,NAD83_UTMZ13N,526272.1899,6436614.972,439.0016754
CIG____17___,WCI,35.3,300.1,-89.7,Unknown,NAD83_UTMZ13N,526272.1341,6436615.039,429.0020561
CIG____17___,WCI,46.3,18.7,-89.8,Unknown,NAD83_UTMZ13N,526272.0843,6436615.068,418.0022069
CIG____17___,WCI,57.3,37.2,-89.4,Unknown,NAD83_UTMZ13N,526272.0966,6436615.104,407.0022739
CIG____17___,WCI,68.3,23.8,-89.1,Unknown,NAD83_UTMZ13N,526272.1663,6436615.196,396.0028771
CIG____17___,WCI,78.3,9.7,-89,Unknown,NAD83_UTMZ13N,526272.2296,6436615.339,386.0041107
CIG____17___,WCI,89.3,6.4,-89.1,Unknown,NAD83_UTMZ13N,526272.262,6436615.529,375.0057861
CIG____17___,WCI,100.3,358.8,-89.2,Unknown,NAD83_UTMZ13N,526272.2812,6436615.7,364.0071431
CIG____17___,WCI,111.3,333.2,-89.5,Unknown,NAD83_UTMZ13N,526272.278,6436615.854,353.0082154
CIG____17___,WCI,121.3,348.1,-89.4,Unknown,NAD83_UTMZ13N,526272.2387,6436615.932,343.0085961
CIG____17___,WCI,132.3,357.7,-89.2,Unknown,NAD83_UTMZ13N,526272.2149,6436616.045,332.0091993
CIG____17___,WCI,143.3,342,-89.4,Unknown,NAD83_UTMZ13N,526272.2088,6436616.198,321.0102715
CIG____17___,WCI,154.3,9.4,-89.2,Unknown,NAD83_UTMZ13N,526272.1732,6436616.308,310.0108746
CIG____17___,WCI,164.3,13.8,-89,Unknown,NAD83_UTMZ13N,526272.196,6436616.445,300.0118494
CIG____17___,WCI,175.3,19.7,-89.1,Unknown,NAD83_UTMZ13N,526272.2418,6436616.632,289.0135248
CIG____17___,WCI,186.3,24.9,-89.1,Unknown,NAD83_UTMZ13N,526272.3,6436616.794,278.0148818
CIG____17___,WCI,197.3,17.7,-89.3,Unknown,NAD83_UTMZ13N,526272.3728,6436616.951,267.0162388
CIG____17___,WCI,207.3,63,-89.6,Unknown,NAD83_UTMZ13N,526272.4099,6436617.068,257.0169851
CIG____17___,WCI,218.3,51.6,-89,Unknown,NAD83_UTMZ13N,526272.4783,6436617.102,246.0172532
CIG____17___,WCI,229.3,44.4,-89.5,Unknown,NAD83_UTMZ13N,526272.6288,6436617.222,235.0189286
CIG____17___,WCI,240.3,111.5,-89.6,Unknown,NAD83_UTMZ13N,526272.6959,6436617.29,224.0193474
CIG____17___,WCI,250.3,84,-89.2,Unknown,NAD83_UTMZ13N,526272.7609,6436617.265,214.0195911
CIG____17___,WCI,261.8,67.1,-89.3,Unknown,NAD83_UTMZ13N,526272.9206,6436617.281,202.5207121
CIG____17___,WCI,271.8,93.3,-89.9,Unknown,NAD83_UTMZ13N,526273.0331,6436617.329,192.5214584
CIG____17___,WCI,282.8,139.8,-89.7,Unknown,NAD83_UTMZ13N,526273.0523,6436617.328,181.5214751
CIG____17___,WCI,293.8,139.3,-89.8,Unknown,NAD83_UTMZ13N,526273.0895,6436617.284,170.5216259
CIG____17___,WCI,304.8,135.5,-89.8,Unknown,NAD83_UTMZ13N,526273.1145,6436617.255,159.5216929
CIG____17___,WCI,314.8,91.7,-89.3,Unknown,NAD83_UTMZ13N,526273.139,6436617.23,149.5217539
CIG____17___,WCI,325.8,71.5,-89,Unknown,NAD83_UTMZ13N,526273.2733,6436617.226,138.5225748
CIG____17___,WCI,336.8,65.8,-89.1,Unknown,NAD83_UTMZ13N,526273.4553,6436617.287,127.5242501
CIG____17___,WCI,347.8,39.6,-89.4,Unknown,NAD83_UTMZ13N,526273.6129,6436617.358,116.5256072
CIG____17___,WCI,357.8,53.6,-89.7,Unknown,NAD83_UTMZ13N,526273.6797,6436617.438,106.5261555
CIG____17___,WCI,368.8,86.6,-89.2,Unknown,NAD83_UTMZ13N,526273.7261,6436617.472,95.52630628
CIG____17___,WCI,379.8,106.4,-89.4,Unknown,NAD83_UTMZ13N,526273.8794,6436617.482,84.52737852
CIG____17___,WCI,390.8,63.7,-89.1,Unknown,NAD83_UTMZ13N,526273.9899,6436617.449,73.52798165
CIG____17___,WCI,400.8,68.4,-89.3,Unknown,NAD83_UTMZ13N,526274.1307,6436617.519,63.52921533
CIG____17___,WCI,411.8,67.2,-89.3,Unknown,NAD83_UTMZ13N,526274.2556,6436617.568,52.53003626
CIG____17___,WCI,422.8,49.8,-88.9,Unknown,NAD83_UTMZ13N,526274.3795,6436617.62,41.5308572
CIG____17___,WCI,433.8,93.1,-89.5,Unknown,NAD83_UTMZ13N,526274.5408,6436617.757,30.53288436
CIG____17___,WCI,443.8,37,-89.5,Unknown,NAD83_UTMZ13N,526274.6279,6436617.752,20.53326513
CIG____17___,WCI,454.8,68.3,-89.5,Unknown,NAD83_UTMZ13N,526274.6857,6436617.828,9.533683979
CIG____17___,WCI,465.3,20.8,-89.6,Unknown,NAD83_UTMZ13N,526274.7709,6436617.862,-0.965916214
CIG____17___,WCI,476.3,65.9,-88.9,Unknown,NAD83_UTMZ13N,526274.7981,6436617.934,-11.96564815
CIG____17___,WCI,487.3,57.1,-89.1,Unknown,NAD83_UTMZ13N,526274.9909,6436618.02,-22.96362098
CIG____17___,WCI,497.8,55,-89,Unknown,NAD83_UTMZ13N,526275.1294,6436618.11,-33.46232563
CIG____17___,WCI,508.3,39.9,-88.8,Unknown,NAD83_UTMZ13N,526275.2795,6436618.215,-43.96072642
CIG____17___,WCI,519.3,29,-88.8,Unknown,NAD83_UTMZ13N,526275.4272,6436618.392,-54.95831394
CIG____17___,WCI,530,5.3,-89,Unknown,NAD83_UTMZ13N,526275.5359,6436618.588,-65.65596726
CIG____18___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526307,6436578,464.6
CIG____18___,WCI,11.7,214.4,-89.8,Unknown,NAD83_UTMZ13N,526307,6436578,452.9
CIG____18___,WCI,20.2,117.4,-89.3,Unknown,NAD83_UTMZ13N,526306.9832,6436577.976,444.4000518
CIG____18___,WCI,29.2,91.3,-88.7,Unknown,NAD83_UTMZ13N,526307.0809,6436577.925,435.4007235
CIG____18___,WCI,37.7,73.7,-89.2,Unknown,NAD83_UTMZ13N,526307.2736,6436577.921,426.9029113
CIG____18___,WCI,46.2,137.7,-89.6,Unknown,NAD83_UTMZ13N,526307.3876,6436577.954,418.4037398
CIG____18___,WCI,54.7,144.2,-89,Unknown,NAD83_UTMZ13N,526307.4275,6436577.91,409.903947
CIG____18___,WCI,63.7,102.9,-88.5,Unknown,NAD83_UTMZ13N,526307.5194,6436577.783,400.9053177
CIG____18___,WCI,72.7,88.8,-88.8,Unknown,NAD83_UTMZ13N,526307.749,6436577.73,391.9084018
CIG____18___,WCI,80.7,93.2,-89.1,Unknown,NAD83_UTMZ13N,526307.9165,6436577.733,383.9101563
CIG____18___,WCI,89.7,105.1,-89.4,Unknown,NAD83_UTMZ13N,526308.0577,6436577.726,374.9112666
CIG____18___,WCI,97.7,145.6,-89,Unknown,NAD83_UTMZ13N,526308.1385,6436577.704,366.9117053
CIG____18___,WCI,106.7,138.6,-88.8,Unknown,NAD83_UTMZ13N,526308.2273,6436577.574,357.913076
CIG____18___,WCI,115.7,120,-88.5,Unknown,NAD83_UTMZ13N,526308.3519,6436577.433,348.9150499
CIG____18___,WCI,124.7,115.3,-88.3,Unknown,NAD83_UTMZ13N,526308.556,6436577.315,339.9181339
CIG____18___,WCI,132.2,109,-88.3,Unknown,NAD83_UTMZ13N,526308.7571,6436577.22,332.421435
CIG____18___,WCI,141.2,99.5,-88.3,Unknown,NAD83_UTMZ13N,526309.0096,6436577.133,323.4253962
CIG____18___,WCI,150.2,94.8,-88,Unknown,NAD83_UTMZ13N,526309.2729,6436577.089,314.4293575
CIG____18___,WCI,159.2,97,-88.1,Unknown,NAD83_UTMZ13N,526309.5859,6436577.063,305.4348401
CIG____18___,WCI,167.2,88.4,-88.3,Unknown,NAD83_UTMZ13N,526309.8492,6436577.03,297.4392383
CIG____18___,WCI,175.2,96.2,-88.2,Unknown,NAD83_UTMZ13N,526310.0864,6436577.037,289.4427595
CIG____18___,WCI,184.2,87.8,-88.4,Unknown,NAD83_UTMZ13N,526310.3674,6436577.006,280.4472004
CIG____18___,WCI,193.2,86.7,-88.2,Unknown,NAD83_UTMZ13N,526310.6186,6436577.016,271.4507094
CIG____18___,WCI,201.2,103.9,-88.4,Unknown,NAD83_UTMZ13N,526310.8694,6436577.031,263.4546569
CIG____18___,WCI,210.2,98.5,-88.3,Unknown,NAD83_UTMZ13N,526311.1134,6436576.97,254.4581659
CIG____18___,WCI,218.2,93.2,-88.2,Unknown,NAD83_UTMZ13N,526311.3481,6436576.935,246.461687
CIG____18___,WCI,227.2,0,-88.3,Unknown,NAD83_UTMZ13N,526311.6303,6436576.919,237.4661279
CIG____18___,WCI,530,0,-88.3,Unknown,NAD83_UTMZ13N,526311.6303,6436585.902,-65.20059772
CIG____19___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526239,6436651,464.6
CIG____19___,WCI,10.2,266.4,-89.9,Unknown,NAD83_UTMZ13N,526239,6436651,454.4
CIG____19___,WCI,17.7,329.6,-88.7,Unknown,NAD83_UTMZ13N,526238.9869,6436650.999,446.9000114
CIG____19___,WCI,24.7,308.1,-88.5,Unknown,NAD83_UTMZ13N,526238.9066,6436651.136,439.9018132
CIG____19___,WCI,30.7,292.6,-89,Unknown,NAD83_UTMZ13N,526238.783,6436651.233,433.9038692
CIG____19___,WCI,37.7,311.1,-89.4,Unknown,NAD83_UTMZ13N,526238.6702,6436651.28,426.9049353
CIG____19___,WCI,44.7,342.6,-88.8,Unknown,NAD83_UTMZ13N,526238.615,6436651.328,419.9053192
CIG____19___,WCI,51.7,335.6,-88.3,Unknown,NAD83_UTMZ13N,526238.5711,6436651.468,412.9068544
CIG____19___,WCI,58.7,316.2,-88.2,Unknown,NAD83_UTMZ13N,526238.4853,6436651.657,405.9099354
CIG____19___,WCI,65.7,296.8,-88.8,Unknown,NAD83_UTMZ13N,526238.3331,6436651.816,398.9133894
CIG____19___,WCI,72.7,306.3,-89.4,Unknown,NAD83_UTMZ13N,526238.2023,6436651.882,391.9149246
CIG____19___,WCI,79.7,336.7,-89.1,Unknown,NAD83_UTMZ13N,526238.1432,6436651.925,384.9153085
CIG____19___,WCI,86.7,343.8,-88.8,Unknown,NAD83_UTMZ13N,526238.0997,6436652.026,377.916172
CIG____19___,WCI,94.2,339.3,-88.3,Unknown,NAD83_UTMZ13N,526238.0559,6436652.177,370.4178169
CIG____19___,WCI,100.7,330.6,-88.2,Unknown,NAD83_UTMZ13N,526237.9877,6436652.358,363.9206778
CIG____19___,WCI,107.7,320.9,-88.4,Unknown,NAD83_UTMZ13N,526237.8798,6436652.549,356.9241319
CIG____19___,WCI,114.2,313.3,-88.8,Unknown,NAD83_UTMZ13N,526237.7653,6436652.69,350.4266661
CIG____19___,WCI,121.2,294.9,-89.2,Unknown,NAD83_UTMZ13N,526237.6587,6436652.791,343.4282014
CIG____19___,WCI,128.2,297.5,-89.2,Unknown,NAD83_UTMZ13N,526237.57,6436652.832,336.4288837
CIG____19___,WCI,135.2,309.9,-89.3,Unknown,NAD83_UTMZ13N,526237.4833,6436652.877,329.429566
CIG____19___,WCI,142.2,333.7,-89.5,Unknown,NAD83_UTMZ13N,526237.4177,6436652.932,322.4300884
CIG____19___,WCI,149.2,324.8,-89.4,Unknown,NAD83_UTMZ13N,526237.3906,6436652.986,315.430355
CIG____19___,WCI,156.2,347.2,-89.3,Unknown,NAD83_UTMZ13N,526237.3484,6436653.046,308.4307388
CIG____19___,WCI,163.2,349.4,-89.2,Unknown,NAD83_UTMZ13N,526237.3294,6436653.13,301.4312612
CIG____19___,WCI,170.7,354.5,-88.9,Unknown,NAD83_UTMZ13N,526237.3102,6436653.233,293.9319923
CIG____19___,WCI,177.7,348.1,-88.7,Unknown,NAD83_UTMZ13N,526237.2973,6436653.366,286.9332823
CIG____19___,WCI,184.7,350.3,-88.6,Unknown,NAD83_UTMZ13N,526237.2645,6436653.522,279.935084
CIG____19___,WCI,191.7,351.6,-88.5,Unknown,NAD83_UTMZ13N,526237.2357,6436653.69,272.9371736
CIG____19___,WCI,198.7,349.1,-88.4,Unknown,NAD83_UTMZ13N,526237.209,6436653.872,265.9395723
CIG____19___,WCI,204.7,355.5,-88.6,Unknown,NAD83_UTMZ13N,526237.1773,6436654.036,259.9419116
CIG____19___,WCI,211.7,357.3,-88.6,Unknown,NAD83_UTMZ13N,526237.1639,6436654.207,252.9440012
CIG____19___,WCI,218.7,347.6,-88.3,Unknown,NAD83_UTMZ13N,526237.1558,6436654.378,245.9460908
CIG____19___,WCI,225.7,341.9,-88.6,Unknown,NAD83_UTMZ13N,526237.1112,6436654.58,238.9491718
CIG____19___,WCI,232.7,330.2,-88.9,Unknown,NAD83_UTMZ13N,526237.0581,6436654.743,231.9512613
CIG____19___,WCI,239.7,333.3,-89.3,Unknown,NAD83_UTMZ13N,526236.9913,6436654.86,224.9525513
CIG____19___,WCI,246.7,330.3,-89.3,Unknown,NAD83_UTMZ13N,526236.9529,6436654.936,217.9530737
CIG____19___,WCI,254.2,337.3,-89.3,Unknown,NAD83_UTMZ13N,526236.9075,6436655.015,210.4536335
CIG____19___,WCI,261.2,344.2,-89.4,Unknown,NAD83_UTMZ13N,526236.8745,6436655.094,203.4541559
CIG____19___,WCI,268.2,12.9,-89.1,Unknown,NAD83_UTMZ13N,526236.8545,6436655.165,196.4545397
CIG____19___,WCI,274.7,10.1,-89.1,Unknown,NAD83_UTMZ13N,526236.8773,6436655.264,189.9553416
CIG____19___,WCI,281.7,16.6,-88.9,Unknown,NAD83_UTMZ13N,526236.8966,6436655.373,182.9562052
CIG____19___,WCI,288.7,16.2,-88.7,Unknown,NAD83_UTMZ13N,526236.935,6436655.501,175.9574952
CIG____19___,WCI,295.7,23.6,-89.3,Unknown,NAD83_UTMZ13N,526236.9793,6436655.654,168.9592969
CIG____19___,WCI,302.2,25.1,-89.1,Unknown,NAD83_UTMZ13N,526237.0111,6436655.727,162.459782
CIG____19___,WCI,309.2,23.5,-89,Unknown,NAD83_UTMZ13N,526237.0577,6436655.826,155.4606456
CIG____19___,WCI,316.2,6.8,-88.7,Unknown,NAD83_UTMZ13N,526237.1064,6436655.938,148.4617117
CIG____19___,WCI,323.2,359.3,-89.2,Unknown,NAD83_UTMZ13N,526237.1252,6436656.096,141.4635135
CIG____19___,WCI,330.2,25.2,-88.8,Unknown,NAD83_UTMZ13N,526237.124,6436656.194,134.4641958
CIG____19___,WCI,337.2,0.9,-88.7,Unknown,NAD83_UTMZ13N,526237.1865,6436656.326,127.465731
CIG____19___,WCI,344.2,1.4,-88.9,Unknown,NAD83_UTMZ13N,526237.189,6436656.485,120.4675327
CIG____19___,WCI,515,1.4,-88.9,Unknown,NAD83_UTMZ13N,526237.2691,6436659.763,-50.30099089
CIG____20___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526201,6436687,464.4
CIG____20___,WCI,11.8,222.3,-87.1,Unknown,NAD83_UTMZ13N,526201,6436687,452.6
CIG____20___,WCI,19.8,181.9,-88.2,Unknown,NAD83_UTMZ13N,526200.7276,6436686.701,444.6102451
CIG____20___,WCI,27.8,154.5,-87.1,Unknown,NAD83_UTMZ13N,526200.7193,6436686.449,436.6141927
