X_NAD,Y_NAD,Z_NAD
546825.2031,6415497.056,455.666138
545125.1641,6412743.239,457.726837
543434.1055,6413628.511,479.858704
542860.6914,6413620.296,476.714539
542858.4453,6412743.239,477.129272
544006.9883,6413638.507,478.112518
543991.8047,6412743.239,465.898529
515648.2236,6439355.703,516.775757
515647.998,6438437.59,522.553833
517359.168,6441200.406,499.111694
516792.2007,6441200.172,514.889648
544065.5586,6420115.12,475.396423
546290.959,6421021.239,473.048523
546825.2031,6421004.688,474.567383
546293.0957,6421946.045,470.66571
546825.2031,6422840.566,481.121735
538871.5723,6413600.736,475.270172
538325.0078,6412743.239,476.301514
539438.4316,6413600.8,478.098816
539458.3672,6412743.239,474.258057
539411.1855,6414434.866,486.103516
540591.7266,6412743.239,479.250702
542870.7793,6418181.311,480.632904
542860.5156,6417229.081,475.336029
543468.9863,6419150.9,475.588806
544056.957,6419167.987,478.262085
542847.8555,6414465.721,484.250793
542846.248,6415359.383,483.841125
542851.5547,6416284.924,476.252106
512723.313,6455803.887,455.812164
523594.95,6469667.172,436.406982
523026.1306,6468742.301,455.24472
522457.9727,6467819.57,430.439758
523592.8105,6468742.297,436.993683
538886.3984,6428344.295,478.656952
538322.4824,6427430.17,483.845612
539451.3008,6428342.818,481.543427
539450.8359,6429259.494,486.255341
540016.6035,6430176.32,487.279297
541732.9785,6428354.953,487.030579
541733.5859,6427439.17,486.422699
541732.7168,6429271.73,486.506561
541157.0449,6428347.406,485.850159
540586.1094,6427427.557,485.734314
541732.2734,6432943.301,467.376251
541732.1309,6433861.379,481.553253
541732.3574,6432025.145,475.946075
540584.8301,6430177.557,480.892517
523024.6523,6463229.875,422.390015
523591.332,6463229.875,422.390015
522457.9727,6462311.938,423.273987
543488.0762,6428399.945,485.342957
544076.3828,6428417.656,481.147797
544659.5684,6428431.234,483.607849
516222.3311,6443033.465,517.544678
516791.894,6443035.797,516.710693
516791.9912,6442117.936,508.36203
516791.8154,6443953.676,522.289001
517358.5564,6444871.664,534.808838
545230.0469,6430268.633,489.749542
545230.0234,6429351.301,494.015167
513304.5103,6459483.953,429.660767
512722.0068,6459471.234,442.876709
532640.2568,6413602.988,491.745239
532658.209,6412743.239,488.358398
533206.9863,6413603.022,487.20282
532615.0068,6414439.167,491.914307
533172.9854,6415328.759,495.812561
532606.125,6415328.397,491.603027
519057.894,6465065.75,442.074127
519057.894,6465983.691,440.684021
519624.5737,6466901.633,431.756897
518491.2142,6465065.75,430.689026
517924.5344,6464147.813,452.419739
530392.9688,6468742.301,430.966614
530395.1084,6469667.168,433.882202
529826.2891,6468742.297,445.025238
518491.2142,6461394,423.7323
517924.5344,6461394,451.494873
532039.2188,6415327.759,484.938782
520191.2535,6454050.484,452.558655
531472.2939,6415326.974,478.697205
531481.3867,6414438.442,488.928467
534875.6113,6416253.737,489.805634
523024.6523,6444871.102,472.344238
533741.9385,6416253.739,489.593903
532658.209,6454968.426,472.910461
533224.8887,6455886.367,451.51001
532658.209,6454050.484,480.320282
532658.209,6453132.547,473.090454
533224.8887,6454050.484,451.51001
534317.2334,6417199.117,497.310303
534884.0996,6417199.138,496.016052
534895.042,6418152.551,486.446411
536057.0684,6459554.055,487.706726
536057.1494,6458636.32,478.227081
530391.4902,6460476.059,480.511292
540586.1387,6440276.877,465.952759
540586.2188,6439359.031,485.008026
539996.2969,6419095.824,479.655823
539975.5469,6417189.633,489.453247
526424.731,6466901.633,422.390015
515647.4126,6436601.248,540.128113
516222.1863,6437525.738,529.841614
515647.7158,6437519.43,532.294739
533791.5684,6451296.672,451.51001
534358.248,6452214.609,460.485046
534924.9697,6453132.605,452.306885
545778.6914,6441269.686,464.459686
521324.613,6446706.977,484.498657
521891.2927,6446706.977,474.480042
545230.1621,6441284.385,464.126038
545230.0684,6440366.383,462.529236
543488.6816,6441250.82,459.27124
542898.5527,6436642.25,470.845459
543487.3887,6437578.117,461.271729
542899.1523,6437560.656,459.731323
532658.209,6452214.609,451.51001
534925.5146,6438445.994,458.048798
529258.1309,6432019.953,466.389099
539451.1621,6433849.846,492.272095
539451.3652,6434768.109,473.68042
513951.4404,6468851.824,432.114014
514530.6504,6468856.691,439.86618
539450.9316,6432931.479,490.061279
511610.5303,6463181.449,437.603119
541201.4434,6467040.871,478.493347
540632.9004,6467039.941,472.442261
540621.7637,6466086.395,473.000641
529258.1309,6440281.402,474.934265
517926.0647,6468742.176,457.015686
529258.1309,6435691.709,472.723145
529258.1309,6433855.832,462.549988
529258.1309,6434773.77,471.159729
529258.1309,6432937.893,465.6745
522457.9727,6438445.525,492.769135
522457.9727,6437527.586,515.970825
511662.8271,6468779.305,428.606934
533791.5684,6441199.342,451.51001
534358.459,6441199.514,458.663391
534925.4355,6441199.746,457.053802
533791.5684,6455886.367,451.51001
533791.5684,6454968.426,451.51001
513894.1309,6448491.305,471.123535
516220.4404,6465064.355,458.902222
516790.4558,6465065.152,454.412262
542858.4453,6471491.324,472.015381
542310.7578,6470633.195,459.031097
525858.0508,6454050.484,460.553375
526424.731,6454050.484,458.450012
516225.1216,6466917.508,460.055603
520757.9332,6446706.977,497.007385
542925.2598,6467052.539,480.247345
538907.9629,6470626.281,472.182617
539458.3672,6471491.324,456.936523
538932.8867,6467038.188,493.999695
539507.916,6467983.516,483.454468
518487.5282,6470560.82,440.878479
517922.1619,6470565.039,446.967651
517929.1038,6469669.289,450.817078
538365.1582,6467033.234,495.526672
538372.1133,6467973.066,496.35202
540591.7266,6471491.324,454.275787
511088.2051,6443005.922,489.862183
538883.0371,6459542.441,467.756165
538318.1426,6459543.969,459.090515
511088.1963,6443923.855,487.198364
510557.6973,6443035.219,487.431915
511604.1758,6444800.734,483.909454
511088.25,6444841.84,478.823273
510557.6973,6444871.102,483.160187
541769.2227,6469797.91,458.847107
536071.2383,6466025.434,469.867554
536650.2539,6466983.305,465.452484
537228.8652,6467939.977,479.303101
536074.3398,6466953.449,464.055969
536076.3965,6467878.086,464.52121
529258.1309,6463229.875,453.641205
529258.1309,6462311.938,465.049194
532091.5293,6448542.852,479.729797
531524.8496,6447624.914,483.605774
529824.8105,6446706.977,489.175781
532658.209,6451296.672,456.952545
517924.5344,6444871.102,516.077759
512721.9258,6420918.435,532.224731
513948.6729,6470605.258,417.490967
514524.4561,6471491.324,417.98999
513376.1709,6470596.508,419.585266
513391.0967,6471491.324,414.799988
513378.2813,6469739.461,425.536133
512793.1084,6468819.719,425.761597
513371.1396,6468838.66,429.780823
512221.6865,6468798.316,424.052338
511088.1553,6458609.453,437.823181
510557.6973,6457722.242,435.854065
511092.6377,6463215.527,448.278229
510557.6973,6463229.875,461.417084
511090.6582,6462290.809,441.86264
510557.6973,6461394,425.125519
519057.894,6471491.324,435.005188
517924.5344,6471491.324,436.68512
525291.3711,6439363.465,486.578766
525858.0508,6439363.465,478.080139
515106.145,6468851.234,446.125397
514484.3779,6443002.766,516.474548
514484.7041,6442085.086,527.750244
527558.0908,6450378.734,453.519043
513306.3062,6448474.184,466.638489
520187.1464,6470560.047,451.342987
520191.2535,6471491.324,434.785614
520191.2535,6455886.367,455.576141
519057.894,6462311.938,422.390015
526991.4111,6465983.691,452.014557
527558.0908,6466901.633,444.355286
526991.4111,6466901.633,431.111206
515064.2993,6461369.051,437.6698
515644.0825,6462298.449,444.092743
517924.5344,6463229.875,433.835052
517924.5344,6462311.938,451.106537
514483.9253,6443920.34,504.993866
526991.4111,6455886.367,472.810455
513896.0801,6442985.258,506.654541
526991.4111,6454968.426,467.691467
515650.4199,6426508.883,514.963562
516796.0503,6424685.731,502.917053
516795.7322,6425602.286,505.978546
513308.3667,6426446.033,516.10022
513896.4585,6424629.818,522.728027
513307.5337,6423693.666,516.83374
514484.9536,6424648.234,514.260193
513305.6177,6421853.386,525.045166
513306.7056,6422774.611,527.922363
520191.2535,6432937.893,524.213928
513307.877,6442049.883,517.119141
519624.5737,6454050.484,466.333191
516790.1389,6450377.891,477.822205
516790.0024,6451295.715,464.703033
519057.894,6450378.734,497.422424
519624.5737,6450378.734,482.965424
518491.2142,6450378.734,500.443726
527558.0908,6441199.342,465.980591
528124.7705,6466901.633,439.653351
520191.2535,6432019.953,495.91156
513896.5503,6441149.754,523.264282
513308.1401,6441132.154,522.595276
513308.0083,6440214.107,522.592407
513306.8301,6433787.594,555.635498
512723.9316,6433774.459,545.655823
523024.6523,6459558.117,427.562775
523591.332,6460476.059,433.676086
517924.9248,6441199.66,496.318817
517924.9465,6440281.736,512.740784
527558.0908,6444871.102,468.559998
521324.613,6443953.16,477.898163
524724.6914,6448542.852,464.430847
524724.6914,6447624.914,471.48999
524724.6914,6443953.16,494.77533
525291.3711,6444871.102,481.329346
524724.6914,6444871.102,472.726807
523591.332,6462311.938,427.222717
523591.332,6461394,431.252625
528128.3896,6469667.164,433.212524
527559.5698,6468742.297,441.834015
526991.4111,6467819.57,458.113037
528126.25,6468742.297,431.2995
528124.7705,6467819.57,431.974731
522457.9727,6458640.18,442.473022
525291.3711,6463229.875,427.101471
520191.2535,6454968.426,456.238586
520191.2535,6448542.852,476.420715
520191.2535,6447624.914,487.668762
520191.2535,6446706.977,501.169281
520757.9332,6448542.852,476.419983
521324.613,6449460.793,476.419983
521324.613,6450378.734,483.717957
532658.0576,6429724.762,488.672974
532374.7295,6429724.803,486.919983
532374.7422,6429265.895,491.85733
512160.3599,6415808.728,519.58313
511881.9253,6415824.317,522.657227
511887.5615,6415364.682,544.528931
538318.8906,6460922.461,472.990967
538601.3027,6460921.379,473.174438
538602.209,6461382.883,471.011566
532941.8359,6427890.305,469.08197
532941.6504,6428348.666,474.786224
532658.4131,6427890.09,470.444031
524441.3516,6465065.75,445.384491
524724.6914,6465524.719,440.546143
524441.3516,6465524.719,470.880676
544946.3594,6456430.066,486.705231
544946.3887,6455971.164,492.200806
545229.4355,6456429.863,484.454651
534076.5244,6470119.652,432.323303
534078.4941,6469667.07,444.164978
534359.9189,6470119.832,430.524384
515644.811,6458170.391,426.398254
515932.7864,6458174.289,430.393494
515932.72,6458633.055,436.062988
521324.613,6465524.719,422.390015
521607.9529,6465524.719,425.601257
521607.9529,6465983.691,422.390015
546536.6777,6431556.662,493.547058
546536.6973,6431097.742,493.076538
546825.2031,6431560.984,491.046783
546536.5195,6448079.563,471.899139
546536.5273,6447620.598,470.524414
546825.2031,6448083.883,473.355225
519908.5099,6422840.771,513.758362
519625.037,6422380.342,511.376556
519907.8644,6422379.559,512.59021
545508.3477,6452295.48,454.32016
545230.75,6451841.164,457.158844
545508.2754,6451836.445,457.230682
546536.4609,6444866.723,485.035004
546825.2031,6445330.07,480.306213
546536.4766,6445325.707,487.290009
535778.3311,6463699.633,480.607727
535777.4248,6463237.73,483.967255
536062.998,6463703.91,477.141846
513306.2466,6422314.389,525.757996
513013.7446,6422307.03,526.481201
513013.2886,6421846.46,525.783936
521041.2732,6455886.367,447.967346
520757.9332,6455427.398,453.574829
521041.2732,6455427.398,452.752899
511088.3359,6428777.938,565.479492
511341.5488,6428753.516,564.215454
511341.5762,6429212.516,558.332764
537474.1191,6444870.359,452
537191.373,6444411.879,452
537474.1172,6444411.398,452
514483.2603,6432445.451,540.651489
514776.2769,6432453.268,536.039185
514776.0337,6432912.082,539.951355
531810.4639,6424225.058,505.548187
531810.6367,6423766.645,504.128845
532094.0752,6424225.952,495.343018
539734.0273,6453585.879,459.416626
539734.0547,6453126.906,466.672485
540017.2012,6453585.703,454.357147
513308.377,6426904.713,536.396057
513602.4268,6426913.527,548.316467
513602.4209,6427372.213,558.182617
511955.479,6470567.918,430.30835
511675.9209,6470129.652,443.763763
511954.8491,6470135.934,442.119476
519057.894,6426971.289,507.457947
518774.5541,6426971.289,503.401672
518774.5541,6426512.32,507.146362
540301.7188,6437981.236,463.550354
540301.707,6438440.178,458.231689
540017.8496,6437980.807,463.562317
520182.7612,6420517.295,525.445435
520465.9986,6420517.439,528.186096
520468.8665,6420985.581,518.449707
539733.7813,6446700.5,452
540016.9922,6447159.359,452
539733.7734,6447159.457,452
526703.9839,6470560.148,427.53656
526426.3838,6470119.77,430.821564
526709.7236,6470119.77,431.451782
530108.1504,6448542.852,474.635223
529824.8105,6448083.883,475.453369
530108.1504,6448083.883,478.057739
527840.314,6419624.162,467.836731
527841.4307,6420086.749,460.549988
527558.0908,6419627.779,460.549988
516512.2847,6470595.434,448.485168
516238.5413,6470174.074,454.2229
516520.6841,6470165.18,454.79126
532941.5488,6446706.977,473.931763
533224.8887,6447165.945,475.69339
532941.5488,6447165.945,483.778748
512436.208,6446163.082,469.781281
512436.2246,6445704.125,477.192688
512723.6821,6446166.434,470.465454
523874.6719,6463229.875,422.39032
523591.332,6462770.906,425.522797
523874.6719,6462770.906,432.235779
526141.3906,6442576.25,495.187958
526141.3906,6443035.219,498.195435
525858.0508,6442576.25,500.895111
523591.332,6464606.781,422.390015
523307.9922,6464606.781,422.390015
523307.9922,6464147.813,422.390015
533508.2285,6463688.844,469.988098
533508.2285,6463229.875,481.421387
533791.5684,6463688.844,476.964142
512152.8223,6452588.785,470.373047
512435.8394,6452588.547,469.884094
512435.8535,6453047.523,464.3573
536874.5234,6414012.019,477.187225
536889.7051,6413602.045,477.180481
537157.5586,6414011.8,482.535889
538321.5469,6443491.379,458.261932
538603.8379,6443490.527,459.201508
538603.8438,6443949.496,455.027985
519899.6999,6420517.55,518.398743
519896.0502,6420046.973,515.659851
517878.9028,6416722.033,511.753021
518161.9292,6416721.787,505.670532
518166.8112,6417195.926,500.257904
515647.8569,6444404.063,516.380737
515358.8257,6444399.453,504.609253
515358.9814,6443940.609,510.52951
538321.6094,6434311.977,497.407867
538603.9648,6434311.182,501.024719
538604.0137,6434770.262,485.252502
531241.5098,6452214.609,451.51001
530958.1699,6451755.641,461.63205
531241.5098,6451755.641,451.51001
521324.613,6430643.047,487.614929
521607.9529,6430643.047,488.554321
521607.9529,6431102.016,494.106781
544368.1992,6435308.117,464.43692
544368.0195,6435766.99,470.909424
544075.5117,6435300.559,467.649231
516780.7695,6471001.887,439.718292
516497.916,6471005.324,442.058411
520754.3499,6421451.757,513.614563
520471.0884,6421451.65,514.661621
536888.2441,6419103.392,488.855713
536599.9727,6418627.692,488.122864
536882.8105,6418626.941,487.018066
527841.4307,6443494.188,473.190308
527841.4307,6443953.16,505.932251
527558.0908,6443494.188,486.967346
516790.1506,6457262.484,460.469482
516505.3662,6457261.332,464.510986
516505.4055,6456802.406,462.01239
529541.4707,6459558.117,458.788879
529824.8105,6460017.086,461.104004
529541.4707,6460017.086,452.05719
521324.5316,6423299.245,505.680847
521607.8944,6423299.344,503.716492
521607.9529,6423758.504,513.801697
543193.2266,6454092.395,465.839539
543487.7656,6454560.414,467.310059
543193.25,6454551.379,464.261627
530391.4902,6443494.188,466.570007
530674.8301,6443494.188,467.753601
530674.8301,6443953.16,471.026794
514189.7461,6437486,509.021423
513895.2139,6437017.969,512.095703
514189.4409,6437026.789,508.908478
525008.0313,6466442.664,422.390015
525008.0313,6465983.691,453.194122
525291.3711,6466442.664,432.450043
536342.25,6446248.445,452.000031
536342.2568,6445789.492,452
536625.418,6446248.309,452.30481
515938.3909,6426512.818,513.61377
516225.0479,6426973.928,512.996399
515938.3503,6426971.092,509.882172
517927.1282,6413210.407,506.234222
518210.4325,6413210.368,512.868958
518189.7418,6413602.137,517.84552
542022.1934,6435702.965,459.943359
542313.2559,6436168.203,482.466766
542022.3887,6436162.107,474.174225
536855.1602,6415784.834,505.901703
536857.2402,6416250.335,508.514221
536572.3027,6415785.401,510.933838
525858.0508,6445330.07,465.503387
525574.7109,6445330.07,469.74176
525574.7109,6444871.102,483.862854
513599.9399,6422322.674,525.352783
513599.3062,6421861.388,524.381775
513894.2856,6422331.483,524.67218
514189.6221,6431978.121,538.55835
513895.4844,6431510.389,544.246582
514189.8555,6431519.297,537.089905
519057.894,6442576.25,519.501953
518774.5541,6442576.25,519.834961
518774.5541,6442117.281,504.135864
523264.822,6415357.197,506.23288
522982.1707,6414900.46,500.049438
523265.7065,6414901.09,505.733887
541732.7598,6449008.004,451.999969
541444.1289,6449003.719,452
541444.1641,6448544.77,452
531241.625,6426971.771,489.29306
531241.7588,6426513.252,493.603455
531525.0576,6426972.121,492.489746
528404.0244,6470560.145,441.516174
528126.4243,6470119.766,436.087921
528409.7646,6470119.766,442.767426
526708.0713,6425135.412,505.848083
526708.0713,6425594.382,471.692688
526424.731,6425135.412,510.72522
528974.791,6454050.484,487.499573
528691.4502,6453591.516,482.299591
528974.791,6453591.516,483.246155
534641.5879,6463688.844,473.459991
534641.5879,6464147.813,473.459991
534358.248,6463688.844,479.540131
543192.7461,6437110.004,462.224274
543192.4434,6436650.795,468.894897
543487.0898,6437118.916,463.574493
541444.3086,6461391.574,487.693787
541734,6461858.203,486.578278
541445.5137,6461853.785,486.573181
531808.1895,6437527.586,451.51001
532091.5293,6437986.555,451.51001
531808.1895,6437986.555,451.51001
515935.5635,6444407.598,521.80481
515935.741,6443948.773,512.544739
516222.0298,6444410.133,527.175476
512153.5713,6438820.135,518.852905
511875.6841,6438824.551,519.613037
511875.7266,6438365.613,522.541199
533791.6738,6438904.578,452
533508.2607,6438904.521,452.155396
533508.2773,6438445.564,452.155396
526141.3906,6440740.371,504.242188
526141.3906,6440281.402,478.673828
526424.731,6440740.371,493.805481
533509.3643,6426974.881,483.964783
533509.7764,6426517.242,491.200806
533792.8369,6426975.121,483.583954
517077.6553,6432022.334,540.259888
517360.6516,6432481.07,557.341431
517077.5271,6432481.217,547.391418
522457.9727,6463688.844,422.390015
522741.3125,6463688.844,425.726807
522741.3125,6464147.813,422.390015
524724.6914,6453591.516,459.750488
524441.3516,6453591.516,467.275665
524441.3516,6453132.547,460.797089
531226.5967,6470984.039,435.2724
531241.5098,6471491.324,425.064148
530943.2568,6470984.039,434.990448
532370.4395,6420990.584,476.600433
532083.9346,6420521.363,481.245972
532367.2979,6420521.441,476.189209
542606.7734,6427000.254,481.102234
542607.1543,6426542.822,476.652527
542900.0645,6427008.42,480.22757
526141.3906,6441199.342,487.983643
526424.731,6441658.313,488.549561
526141.3906,6441658.313,484.622284
526708.0713,6423299.535,469.908142
526708.0713,6422840.565,470.839111
526991.4111,6423299.535,461.384857
530391.4902,6449919.766,455.330872
530108.1504,6449919.766,454.661316
530108.1504,6449460.793,466.078888
528974.791,6456345.336,474.889221
528974.791,6455886.367,463.105652
529258.1309,6456345.336,472.449921
514204.0425,6465543.094,444.315826
514209.0967,6466018.824,440.874054
513912.2319,6465541.828,440.959045
519907.9136,6460017.086,424.148529
519907.9136,6460476.059,441.069519
519624.5737,6460017.086,424.529327
522141.5493,6417225.929,496.936401
522432.2095,6417708.581,497.914551
522146.6943,6417701.587,499.68515
521324.613,6434314.801,483.786072
521607.9529,6434314.801,482.48999
521607.9529,6434773.77,496.999573
518207.8743,6438904.496,498.242004
518207.8743,6438445.525,509.907013
518491.2142,6438904.496,494.938965
516792.4099,6438905.506,508.392517
516507.9241,6438904.576,508.943146
516507.8733,6438445.57,501.180328
543720.627,6415384.657,482.923523
543427.0078,6414922.518,486.918518
543717.4512,6414931.17,483.903442
542038.9004,6464669.613,485.039062
542042.8047,6465143.359,486.396851
541750.2031,6464665.938,482.34726
524724.6914,6440740.371,498.118347
524441.3516,6440740.371,510.022003
524441.3516,6440281.402,510.238251
517076.1365,6438905.816,510.152771
517076.1609,6439364.805,516.016602
533508.2285,6465065.75,470.6521
533224.8887,6464606.781,469.059692
533508.2285,6464606.781,468.098206
537420.9219,6415325.625,491.802551
537703.4824,6415783.735,491.611359
537420.7832,6415784.126,495.928772
530391.4902,6458181.211,477.120758
530108.1504,6458181.211,490.832642
530108.1504,6457722.242,480.15332
543194.2188,6440782.846,465.615662
543194.1992,6441241.793,465.413849
542900.2441,6440774.232,470.552307
528124.7705,6455427.398,459.21875
527841.4307,6455427.398,454.219177
527841.4307,6454968.426,474.026337
530674.8301,6438904.496,473.273865
530674.8301,6438445.525,451.51001
530958.1699,6438904.496,451.51001
543198.1152,6463284.93,496.433533
543493.8047,6463758.652,503.150208
543199.8496,6463751.398,498.06073
515938.0234,6429722.443,539.022278
515938.1565,6429263.736,549.02124
516224.6538,6429725.158,540.467834
515936.7888,6422840.511,523.237488
516224.5674,6423304.496,519.126282
515937.4553,6423301.35,520.440552
544076.6758,6449070.551,452
544369.3105,6449078.082,452
544369.373,6449537.102,452
519294.1417,6416720.687,515.384644
519290.5557,6416250.323,508.97229
519577.4341,6416720.925,527.426331
526991.4111,6450837.703,465.124664
527274.751,6450837.703,465.450104
527274.751,6451296.672,466.777588
530391.4902,6440740.371,451.509827
530108.1504,6440740.371,454.602173
530108.1504,6440281.402,451.51001
529258.1309,6454509.453,466.700653
529541.4707,6454509.453,466.84137
529541.4707,6454968.426,472.384125
511341.5879,6440686.814,522.671021
511341.6416,6440227.887,523.235718
511604.5752,6440670.33,520.917603
546294.8887,6452703.027,465.422089
546536.7598,6452669.441,460.221527
546536.7773,6453128.43,462.232544
542608.7539,6423336.219,475.615662
542608.916,6423795.901,476.242523
542316.5332,6423329.056,474.803375
522457.9727,6433396.863,476.5
522741.3125,6433396.863,476.5
522741.3125,6433855.832,476.5
522740.0513,6421000.646,501.033173
523024.6523,6421463.657,517.113647
522740.8284,6421462.109,506.851227
532658.209,6452673.578,452.697296
532374.8691,6452673.578,451.51001
532374.8691,6452214.609,451.51001
540300.3379,6432012.76,468.703705
540016.5723,6431553.318,468.958801
540300.2949,6431553.627,468.909241
534924.9277,6461852.969,469.459991
534641.5879,6461852.969,469.459991
534641.5879,6461394,489.827728
518774.5541,6434314.801,511.077515
518774.5541,6434773.77,510.226166
518491.2142,6434314.801,519.282715
536006.2832,6415786.319,501.052063
536289.3633,6415785.966,506.314453
536291.5205,6416251.693,509.029175
511875.7212,6439742.516,523.474731
511875.7529,6440201.51,524.685303
511604.6035,6439752.414,523.918335
512153.7241,6423216.956,524.439026
511875.936,6423221.142,520.191162
511875.7998,6422762.119,521.942871
519057.894,6434314.801,510.328857
518774.5541,6433855.832,540.454651
544076.5098,6448152.48,452.090027
543782.5898,6448143.91,452.118103
543782.6211,6447684.969,452.745605
519010.969,6416720.718,502.639038
518727.9287,6416721.072,501.71283
518724.1648,6416250.313,507.127014
518457.9448,6414012.032,517.463013
518174.7002,6414012.139,516.498901
514189.9482,6437945.127,515.39801
514190.2173,6438404.309,521.716431
513895.6821,6437936.275,518.350708
528124.7705,6437068.617,451.51001
527841.4307,6437068.617,456.667419
527841.4307,6436609.648,496.021759
514772.8472,6459527.402,432.992157
515064.4116,6459993.051,429.771912
514772.6953,6459985.773,430.970001
537473.8438,6429723.426,497.846069
537473.959,6429264.797,499.614746
537756.4512,6429722.826,495.922485
513601.5928,6442976.23,502.333374
513895.8906,6443444.078,506.362823
513601.3848,6443435.035,501.254608
521607.9529,6439363.465,499.912476
521891.2927,6439822.434,504.701294
521607.9529,6439822.434,502.472443
515354.7632,6461834.176,440.334106
515354.8936,6462293.535,446.817017
515064.4243,6461828.289,437.290222
532941.5488,6450378.734,478.083496
533224.8887,6450837.703,473.830811
532941.5488,6450837.703,469.638916
529224.707,6414011.866,492.051849
529508.0078,6414011.749,500.613098
529497.6846,6414437.273,498.440979
519341.2339,6457263.273,433.793457
519341.2339,6456804.305,424.657257
519624.5737,6457263.273,423.981995
529541.4707,6456345.336,460.617004
529541.4707,6456804.305,458.158234
528408.1104,6431560.984,474.672668
528408.1104,6432019.953,492.707764
528124.7705,6431560.984,479.399658
534627.2725,6419580.271,493.572998
534631.6221,6420053.354,505.192627
534343.8076,6419580.188,486.745911
533466.7646,6417198.415,485.244293
533755.5518,6417674.848,482.549316
533472.0967,6417674.694,479.69873
535775.9902,6428349.574,488.982941
535492.8896,6427891.488,496.440308
535776.2793,6427891.516,490.888916
518207.8743,6452214.609,479.265381
518491.2142,6452673.578,471.677765
518207.8743,6452673.578,463.958679
511088.582,6424188.78,518.146606
511341.9619,6424164.713,520.815308
511341.9063,6424623.511,527.914551
528124.7705,6451755.641,452.513214
527841.4307,6451755.641,463.239594
527841.4307,6451296.672,452.470032
518207.8743,6446706.977,526.354492
518491.2142,6447165.945,511.889099
518207.8743,6447165.945,519.234497
546296.5449,6466482.922,489.698395
546044.3594,6466514.199,490.113586
546044.1035,6466051.059,491.74115
524724.6914,6457263.273,447.87146
524441.3516,6457263.273,444.623169
524441.3516,6456804.305,443.430237
521041.2732,6441199.342,505.146484
520757.9332,6440740.371,500.019531
521041.2732,6440740.371,493.805267
530674.8301,6448542.852,482.026917
530958.1699,6449001.82,478.110107
530674.8301,6449001.82,479.355927
539171.8633,6425140.463,494.029785
539171.3887,6425597.901,496.947937
538889.5117,6425141.266,490.654846
546030.3789,6419646.203,469.754822
546032.8496,6420112.207,468.390808
545765.7109,6419656.096,475.856873
520474.5934,6461394,424.567383
520757.9332,6461852.969,449.043488
520474.5934,6461852.969,422.390015
541443.9785,6430184.934,485.355835
541156.6289,6429722.836,484.017761
541444.0586,6429726.145,485.531342
532377.3691,6424684.77,493.767212
532377.6543,6424226.724,485.142273
535775.7539,6439823.08,452.13147
535775.7549,6440282.049,452.32251
535492.3721,6439823.045,452.345337
543782.623,6443095.277,487.453735
543488.2832,6442627.398,482.605682
543782.7441,6442636.408,483.283661
532658.209,6456345.336,451.510406
532374.8691,6456345.336,460.820587
532374.8691,6455886.367,468.348206
538036.6602,6458171.34,459.175354
538036.2402,6458628.918,460.12915
537754.123,6458172.105,454.911011
541444.0996,6445331.957,452
541444.1309,6445790.949,452
541156.7383,6445328.703,455.359406
514776.5073,6444845.762,493.643372
515068.0664,6445311.391,515.893616
514776.3804,6445304.633,501.025055
510846.2305,6441203.547,520.77948
510557.6973,6440740.371,517.30603
510846.2656,6440744.607,522.398682
520474.5934,6468278.539,456.336182
520474.5934,6467819.57,452.3703
520757.9332,6468278.539,442.783936
545982.2109,6414108.926,461.210876
545984.3047,6414554.422,462.595673
545707.2344,6414105.625,462.659149
511341.7783,6430130.639,533.462585
511088.4619,6429695.992,546.226074
511341.6963,6429671.592,545.748352
525858.0508,6458181.211,447.713867
525574.7109,6458181.211,454.473969
525574.7109,6457722.242,464.580078
510854.7529,6471010.172,414.305328
510841.0371,6471491.324,412.989441
510557.6973,6471032.352,407.145355
532941.5488,6451755.641,451.969116
532941.5488,6451296.672,461.019073
533224.8887,6451755.641,451.51001
511341.4463,6449866.133,481.533173
511341.4902,6449407.184,475.409088
511604.3115,6449849.555,480.626709
540895.2715,6465133.688,476.438263
541185.8164,6465611.188,477.539551
540900.5508,6465609.844,475.68512
531808.1895,6462770.906,467.459991
531808.1895,6462311.938,467.460052
532091.5293,6462770.906,476.249084
532944.7432,6424227.961,479.420044
532944.4785,6424686.075,496.232727
532661.21,6424227.395,481.100464
531782.1318,6418625.665,511.904022
531776.5811,6418148.717,503.632172
532065.5166,6418625.833,504.73291
513298.7866,6416712.131,526.93811
513588.9556,6416711.281,522.107605
513588.2285,6417181.307,521.391418
523591.332,6448083.883,501.47467
523307.9922,6448083.883,496.567627
523307.9922,6447624.914,483.762512
524441.3516,6461394,428.962646
524158.0117,6460935.031,473.186951
524441.3516,6460935.031,453.304047
517924.9402,6438904.826,518.519958
517642.1658,6438905.287,515.734375
517642.1621,6438446.316,503.938049
543724.9941,6415845.403,480.972473
543730.1426,6416311.816,480.085052
543432.7539,6415835.873,482.044098
517641.4109,6448543.031,509.649475
517358.2998,6448084.25,512.567017
517641.4336,6448084.082,511.21109
545509.9648,6424764.302,482.985229
545780.498,6425211.924,477.136292
545509.8184,6425223.115,478.209564
546536.7695,6463225.605,489
546825.2031,6463688.844,489.397644
546536.8594,6463684.836,489
519058.7169,6425136.884,514.72937
519341.6975,6425136.276,517.20697
519341.2339,6425594.382,520.471863
